channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
St. Gabriel’s Religious Education,695,99.79245283018868,0.54,,Society,Religion,,,,,,,,Emerging,0.0776978417266187
Indian food stories,33,4666.0,63.6,,Lifestyle (sociology),Food,,,,,,,,Emerging,192.72727272727272
Parker | Travel 🌎,158,14315.1,204.1,,Hobby,Lifestyle (sociology),Tourism,,,,,,,Emerging,129.1772151898734
Nox Sayin ch. (HK Tech vTuber in UK),1410,4245.0,50.714285714285715,GB,Lifestyle (sociology),Technology,Video game culture,,,,,,,Nano-influencer,3.596757852077001
Gti Fitness. Get To It!,2250,1492.366742596811,2.28,GB,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,0.10133333333333332
Louie Oscar Harry pro sports ,46,220.86666666666667,4.6,,Association football,Lifestyle (sociology),Sport,,,,,,,Emerging,9.999999999999998
Bambi Does Beauty,2710,24011.0,273.46153846153845,GB,Lifestyle (sociology),,,,,,,,,Nano-influencer,10.090831677547543
Men's Fashion Malayalam,336000,139553.15384615384,6051.4,IN,Fashion,Lifestyle (sociology),Health,Physical fitness,,,,,,Mid-tier influencer,1.8010119047619049
If I were an Animal...,44300,234765.66666666663,740.4444444444445,,Entertainment,Film,Television program,Lifestyle (sociology),,,,,,Micro-influencer,1.671432154502132
Royalty Gaming,7220000,7152119.551136363,75345.44,US,Action-adventure game,Video game culture,Role-playing video game,Simulation video game,Action game,,,,,Mega-influencer,1.043565650969529
Saskias Family Blog,429000,169798.88299319727,3543.72,DE,Lifestyle (sociology),Health,,,,,,,,Mid-tier influencer,0.826041958041958
DLR World Travel,373,849.3898305084746,10.4,,Lifestyle (sociology),Tourism,,,,,,,,Emerging,2.7882037533512065
Realm Gaming TV,2350,1628.656314699793,12.86,,Action game,Strategy video game,Video game culture,Role-playing video game,Action-adventure game,,,,,Nano-influencer,0.5472340425531915
K-City Gaming,1660000,1816863.605815832,1331.44,US,Role-playing video game,Action game,Video game culture,Action-adventure game,Strategy video game,,,,,Mega-influencer,0.08020722891566265
Have We Got Planning News For You,2840,1264.1,12.6,GB,Politics,Society,,,,,,,,Nano-influencer,0.44366197183098594
Navodaya Beauty Solution ,11,267.5,2.5,IN,Lifestyle (sociology),,,,,,,,,Emerging,22.727272727272727
Gresham's Sport 2,92,200.31506849315068,1.62,,Sport,Cricket,,,,,,,,Emerging,1.7608695652173914
"AbiadeBaby Travel, Fashion & Lifestyle",124,761.7,30.2,,Lifestyle (sociology),Fashion,,,,,,,,Emerging,24.35483870967742
Adventures at The Rescue Ranch Animal Sanctuary,575,536.3709016393443,8.96,,Pet,Lifestyle (sociology),,,,,,,,Emerging,1.5582608695652176
You Animals - Topic,8,89.25,1.75,,Pop music,Independent music,Music,Electronic music,Rock music,,,,,Emerging,21.875
Mystery News - Topic,1,6.0,1.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
Hidden History Hub,1,23.75,0.25,BR,No topic categories assigned,,,,,,,,,Emerging,25.0
Zion Education Academy,8,36.25,3.5,,No topic categories assigned,,,,,,,,,Emerging,43.75
360 Sports,42100,8692.665277777778,11.3,TH,Lifestyle (sociology),Mixed martial arts,Sport,Boxing,Tennis,,,,,Micro-influencer,0.02684085510688836
Comedy Captain,14700000,792958.9335038363,4166.5,IN,Humour,Film,Television program,Entertainment,,,,,,Celebrity,0.028343537414965987
Gauthier Dm - Science,724000,2044776.543478261,79904.66,FR,Knowledge,,,,,,,,,Macro-influencer,11.036555248618784
AK TECH,242000,38118.42857142857,120.66,,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.049859504132231405
Jasleen X Beauty,63100,46578.30927835051,1476.44,GB,Music,Lifestyle (sociology),Music of Asia,,,,,,,Mid-tier influencer,2.3398415213946118
Sports Official ,115,1229.3,26.0,BD,Sport,Association football,,,,,,,,Emerging,22.608695652173914
Viral hai news ,1,44.333333333333336,0.6666666666666666,,No topic categories assigned,,,,,,,,,Emerging,66.66666666666666
FORBIDDEN SCIENCE,65,1268.896551724138,4.206896551724138,GB,Knowledge,,,,,,,,,Emerging,6.472148541114058
1977 Vlog,2430000,6201821.666666667,172282.74074074073,VN,Entertainment,Film,,,,,,,,Mega-influencer,7.089824721841183
Tech2.hu,322000,62101.29915433404,1219.08,HU,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.37859627329192547
DieselDesigns Gaming,269000,15330.929567307692,93.14,US,Action game,Action-adventure game,Video game culture,Role-playing video game,Casual game,Strategy video game,Simulation video game,,,Mid-tier influencer,0.03462453531598513
Domain of Science,1560000,976830.552238806,21532.68,GB,Knowledge,,,,,,,,,Mega-influencer,1.3803
3iS Education,3960,2421.956730769231,7.9,FR,Entertainment,Film,,,,,,,,Nano-influencer,0.1994949494949495
Cute Funny Animals,255,66.66666666666667,18.444444444444443,US,Lifestyle (sociology),Pet,,,,,,,,Emerging,7.2331154684095855
RAILWAY GURU for railway science,3,105.4,2.2,,Knowledge,,,,,,,,,Emerging,73.33333333333334
Science With Sophie,4940,16478.19230769231,110.84,US,Knowledge,Lifestyle (sociology),Film,Entertainment,,,,,,Nano-influencer,2.243724696356275
Ana's Beauty Parlour,213,970.4870689655172,7.42,,Lifestyle (sociology),Hobby,,,,,,,,Emerging,3.483568075117371
Animals of Pride - Topic,1,6.25,0.1,,No topic categories assigned,,,,,,,,,Emerging,10.0
Zee's World of Fitness,306,1174.861111111111,34.861111111111114,,Physical fitness,Lifestyle (sociology),Health,,,,,,,Emerging,11.392519970951344
Blessed Mum Vlog,18800,14087.387096774191,335.58,GB,Lifestyle (sociology),Food,,,,,,,,Micro-influencer,1.785
Push Gaming - Topic,10,38.39393939393939,0.08,,Electronic music,Video game culture,Music,,,,,,,Emerging,0.8
Faruk Vai Comedy,130,2778.8333333333335,19.26,,Film,Entertainment,,,,,,,,Emerging,14.815384615384618
Conspiracy Music Guru - Topic,9910,3482.9565217391305,61.869565217391305,,Country music,Music,Pop music,Rock music,,,,,,Nano-influencer,0.6243144825165621
Marines Tech,17,60.553719008264466,0.26,IN,Technology,Lifestyle (sociology),,,,,,,,Emerging,1.5294117647058822
VERVE Fitness,1100,6317.130612244898,8.56,AU,Health,Physical fitness,Lifestyle (sociology),,,,,,,Nano-influencer,0.7781818181818182
Organic Beauty Lover,1020,4816.840579710145,53.54,,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,5.249019607843137
Brad & Lex Vlog,25300,38012.53968253968,1397.66,,Lifestyle (sociology),,,,,,,,,Micro-influencer,5.524347826086957
RMS TRAVEL,9920,1400.428571428571,256.8285714285714,GB,Hobby,Lifestyle (sociology),Tourism,,,,,,,Nano-influencer,2.5889976958525343
Optus Sport,964000,41783.48467106664,183.42,AU,Sport,Association football,,,,,,,,Macro-influencer,0.019026970954356848
Zacymo Sports Genius,28,922.36,7.4,,Tourism,Sport,Lifestyle (sociology),Golf,Hobby,,,,,Emerging,26.428571428571427
Tech StudyCell,204000,111448.34375,694.94,IN,Lifestyle (sociology),Technology,Hobby,,,,,,,Mid-tier influencer,0.34065686274509804
Travel to Paddle,1100,2034.3089430894308,49.22,GB,Lifestyle (sociology),Hobby,Tourism,Sport,,,,,,Nano-influencer,4.474545454545455
CBS Sports Golazo,2520000,285494.47071169625,379.78,US,Television program,Sport,Association football,,,,,,,Mega-influencer,0.01507063492063492
Ambient Guitar Music - Topic,15,14.543478260869565,0.0217391304347826,,Music,,,,,,,,,Emerging,0.144927536231884
Travel Adda Wid Shree,682,477.3418803418804,15.32,,Lifestyle (sociology),Tourism,,,,,,,,Emerging,2.2463343108504397
Style Hard,120000,37428.91156462585,597.32,CA,Lifestyle (sociology),Fashion,,,,,,,,Mid-tier influencer,0.49776666666666675
History in Obscurity,74,311.1525423728813,8.2,,Knowledge,,,,,,,,,Emerging,11.081081081081079
Animal Wonders,260000,664753.3922155688,27943.74,,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,10.747592307692308
Brenda Bastos | BB Beauty,393,748.2635135135135,7.5,BR,Lifestyle (sociology),,,,,,,,,Emerging,1.9083969465648856
Sk ganster music  ,52,103.8,6.35,,Music of Asia,Music,,,,,,,,Emerging,12.211538461538462
H J education,1500,1091.4235294117648,47.22,IN,Knowledge,,,,,,,,,Nano-influencer,3.148
Evil Noodle Gaming,2320,348.03675675675674,30.12,GB,Action game,Video game culture,Action-adventure game,Role-playing video game,,,,,,Nano-influencer,1.2982758620689656
Fitness __sonu6666,9,194.66666666666663,2.4375,,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,27.083333333333332
Bigtime - Free Movies,1390000,248071.19568345323,111.8,US,Entertainment,Film,,,,,,,,Mega-influencer,0.0080431654676259
Lover Of Tech,75900,17057.840327533264,436.6,GB,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.5752305665349143
Travel Like We Do,2130,1801.113537117904,17.38,IN,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,0.815962441314554
TNT Sports Chile,745000,25582.00281274172,176.02,US,Association football,Sport,Television program,,,,,,,Macro-influencer,0.023626845637583892
Kamil - In Travel,586000,178527.34159292036,576.6,PL,Tourism,Lifestyle (sociology),,,,,,,,Macro-influencer,0.09839590443686007
stewie the news reporter,10500,15020.849264705885,50.1,US,Association football,Sport,,,,,,,,Micro-influencer,0.47714285714285715
Kanmani - Tamil Beauty Tips,1150000,425705.7391304347,9424.9,IN,Fashion,Lifestyle (sociology),,,,,,,,Mega-influencer,0.8195565217391304
Travel Time,57,257.68823529411765,5.3,,Tourism,Lifestyle (sociology),,,,,,,,Emerging,9.298245614035087
Harvey Fortune Fitness,154,1193.8060606060606,3.26,,Physical fitness,Lifestyle (sociology),Health,,,,,,,Emerging,2.116883116883117
All_ facts and comedy,2,14.0,0.5,,No topic categories assigned,,,,,,,,,Emerging,25.0
HZHtube Family Vlog,1510000,1148898.7626418988,70.62,AE,Tourism,Lifestyle (sociology),,,,,,,,Mega-influencer,0.00467682119205298
Cold Callers Comedy - Topic,2,10.9375,0.1875,,Christian music,Music,Pop music,,,,,,,Emerging,9.375
Science ON,23300,11983.502958579882,51.06,,Knowledge,,,,,,,,,Micro-influencer,0.21914163090128755
Financial Education,868000,48150.6462436178,6503.26,US,Knowledge,Society,,,,,,,,Macro-influencer,0.7492235023041475
Southwest Science,257,1696.4615384615386,16.153846153846153,,Health,Knowledge,Lifestyle (sociology),,,,,,,Emerging,6.285543250523795
ASMR Beauty,133000,136154.31362467867,1506.86,GB,Lifestyle (sociology),Health,,,,,,,,Mid-tier influencer,1.1329774436090225
cee more food & music,2060,532.8019480519481,7.36,,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,0.3572815533980582
Dilip ke vlog,112,761.0909090909091,34.77272727272727,,Lifestyle (sociology),Food,,,,,,,,Emerging,31.047077922077925
Silvio Gamer,10000000,3585698.243438914,49792.98,MX,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Celebrity,0.4979298
Envision Fitness,38,163.65454545454546,1.82,GB,Health,Physical fitness,Lifestyle (sociology),,,,,,,Emerging,4.7894736842105265
Your Science Teacher,11400,10499.469387755102,129.8,GB,Knowledge,,,,,,,,,Micro-influencer,1.1385964912280704
Fashion Ideas with Aisha,6760,1905.750881316099,6.26,PK,Lifestyle (sociology),Hobby,Fashion,,,,,,,Nano-influencer,0.09260355029585798
IronHeart Gaming,19300,21462.197033898305,237.56,GB,Role-playing video game,Video game culture,Action game,Action-adventure game,Strategy video game,,,,,Micro-influencer,1.230880829015544
PRONTO FOOD,338,1212.0,22.66,GB,Lifestyle (sociology),Food,,,,,,,,Emerging,6.704142011834319
Karl Watson: Travel Documentaries,344000,216579.83536585365,3855.34,GB,Entertainment,Film,Lifestyle (sociology),Tourism,,,,,,Mid-tier influencer,1.1207383720930233
Remember The News,965,726.7356031946196,3.86,,Television program,Society,Politics,Entertainment,,,,,,Emerging,0.4
21 South Music - Topic,4,36.35,0.1,,Electronic music,Classical music,Music,Pop music,,,,,,Emerging,2.5
Animals are funny,13,154.5,4.0,,Entertainment,Pet,Lifestyle (sociology),,,,,,,Emerging,30.76923076923077
S4S - Sports Agency,30,73.11764705882354,0.66,,Association football,Sport,,,,,,,,Emerging,2.2
8-Bit Movies - Topic,17,380.4347826086956,7.739130434782608,,Electronic music,Music,,,,,,,,Emerging,45.52429667519181
Super Spark Science,3,15.4,0.55,GB,Entertainment,Knowledge,Film,,,,,,,Emerging,18.333333333333336
Ubiquitous Travel,10,112.32352941176472,2.5294117647058822,,Tourism,Lifestyle (sociology),Hobby,,,,,,,Emerging,25.294117647058822
NUMBER 1 NEWS ,7,151.0,8.0,IN,No topic categories assigned,,,,,,,,,Emerging,114.28571428571429
Quirky Perky Essential News,13,11.8,0.3,,Politics,Society,,,,,,,,Emerging,2.3076923076923075
Hull Music Service,522,547.5214723926381,5.7,GB,Classical music,Music,Lifestyle (sociology),,,,,,,Emerging,1.0919540229885059
無綫新聞 TVB NEWS Official,451000,5538.40509075132,111.06,HK,Politics,Society,,,,,,,,Mid-tier influencer,0.024625277161862528
Tor Fashion,15,496.8636363636364,5.181818181818182,,Hobby,Fashion,Lifestyle (sociology),,,,,,,Emerging,34.54545454545454
DESI FOOD WITH QAISAR ,99,226.1851851851852,12.192307692307692,,Food,Lifestyle (sociology),,,,,,,,Emerging,12.315462315462314
Travel with Niyo,1960,2934.8055555555557,72.54285714285714,,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,3.7011661807580176
BangAverage Travel,229,502.92857142857144,7.46,,Tourism,Lifestyle (sociology),Food,,,,,,,Emerging,3.2576419213973797
Pratibha Salian - Beauty Channel,809000,95986.63074484943,415.06,US,Lifestyle (sociology),,,,,,,,,Macro-influencer,0.0513053152039555
MAAD HISTORY ,624,1215.388888888889,47.166666666666664,GB,Society,Religion,Knowledge,,,,,,,Emerging,7.558760683760683
Trifecta Comedy,1230,1476.8700636942676,11.4,US,Film,Entertainment,Humour,,,,,,,Nano-influencer,0.926829268292683
Sports kris,31500,16286.28320802005,123.04,JM,Sport,Association football,,,,,,,,Micro-influencer,0.3906031746031746
Raja g food  and travel,189,286.825,27.15,GB,Lifestyle (sociology),Food,,,,,,,,Emerging,14.365079365079366
VKJT VLOG,10700,3728.406940063091,110.06,,Lifestyle (sociology),Food,,,,,,,,Micro-influencer,1.0285981308411214
Swan Gaming,727000,455378.375,943.4,FR,Role-playing video game,Action-adventure game,Video game culture,Action game,,,,,,Macro-influencer,0.12976616231086657
Fitness Freedom Athletes,28200,6305.955223880597,92.3,GB,Physical fitness,Health,Lifestyle (sociology),,,,,,,Micro-influencer,0.3273049645390071
Priya Fashion Desgining,644,305.1400778210117,5.66,,Fashion,Lifestyle (sociology),Hobby,,,,,,,Emerging,0.8788819875776398
Richmond’s Vlog,105000,141581.30357142858,3763.24,,Entertainment,Lifestyle (sociology),Film,,,,,,,Mid-tier influencer,3.5840380952380952
Pechè Beauty,71,62.54545454545455,6.909090909090909,GB,Lifestyle (sociology),Hobby,,,,,,,,Emerging,9.73111395646607
日テレNEWS,2850000,56247.58342991133,67.82,JP,Society,Politics,,,,,,,,Mega-influencer,0.0023796491228070173
food affairs with Naazu,2480,1037.1919191919192,10.16,,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,0.4096774193548387
Ziddi fashion 1M,3320,2435.984756097561,8.08,IN,Hobby,Lifestyle (sociology),Fashion,,,,,,,Nano-influencer,0.2433734939759036
comedy-toons,10,383.0,8.2,,Film,Entertainment,,,,,,,,Emerging,81.99999999999999
J House Vlogs,3460000,2148473.3653846155,1282.32,US,Lifestyle (sociology),Tourism,,,,,,,,Mega-influencer,0.03706127167630058
Funky Feet Music,2160,17919.64912280702,12.6,GB,Pop music,Music,,,,,,,,Nano-influencer,0.5833333333333334
Coreano Vlogs,5260000,831091.7128252789,8319.26,MX,Tourism,Lifestyle (sociology),Food,,,,,,,Mega-influencer,0.15816083650190113
🎙️ Big Tech Little Tech Podcast,9,21.666666666666668,0.5833333333333334,ES,Knowledge,Technology,Lifestyle (sociology),,,,,,,Emerging,6.481481481481482
tha DM comedy ,42,186.17391304347825,10.695652173913045,,Entertainment,Film,,,,,,,,Emerging,25.465838509316775
Vlog de Mario,868000,112648.14918759232,784.86,MX,Film,Lifestyle (sociology),Entertainment,,,,,,,Macro-influencer,0.09042165898617512
BV- History,6050,41769.333333333336,1671.56,US,Knowledge,Lifestyle (sociology),Hobby,,,,,,,Nano-influencer,27.62909090909091
diwan sports,727,381.7012987012987,2.86,AE,Sport,Association football,,,,,,,,Emerging,0.39339752407152684
Animals Discovery,354,4062.9545454545455,286.1818181818182,GB,Lifestyle (sociology),Pet,,,,,,,,Emerging,80.84232152028763
PINOY FITNESS TV,112000,46479.98333333333,1339.4,GB,Lifestyle (sociology),Health,Physical fitness,,,,,,,Mid-tier influencer,1.195892857142857
Antaryami Gaming,4050000,338390.6036001532,3819.54,IN,Role-playing video game,Action game,Video game culture,Action-adventure game,Strategy video game,,,,,Mega-influencer,0.09430962962962963
History with Luggs,98,305.04545454545456,14.272727272727272,GB,Society,Knowledge,,,,,,,,Emerging,14.564007421150277
Anus fashion trends,3390,1173.9886363636365,20.54,,Lifestyle (sociology),Fashion,Hobby,,,,,,,Nano-influencer,0.6058997050147492
Imperial Sports Knee Meeting,55,64.96774193548387,0.4838709677419355,,Lifestyle (sociology),Health,Knowledge,,,,,,,Emerging,0.8797653958944283
JHI Solar Movies,28,233.0,1.3333333333333333,,Knowledge,,,,,,,,,Emerging,4.761904761904761
Ten Tech - Topic,7,29.272727272727273,0.8636363636363636,,Music,Electronic music,,,,,,,,Emerging,12.337662337662337
Tap Tech,2,4.0,0.3333333333333333,GB,No topic categories assigned,,,,,,,,,Emerging,16.666666666666664
yt_duggu gaming,24,208.0810810810811,8.297297297297296,,Entertainment,Action game,Video game culture,Action-adventure game,,,,,,Emerging,34.57207207207207
Velocis education Surat,953,223.83941605839416,3.7,,Lifestyle (sociology),Knowledge,Technology,,,,,,,Emerging,0.3882476390346275
Eureka Education,8,4.1976744186046515,0.06,GB,Knowledge,,,,,,,,,Emerging,0.75
Best Tech Buys,2,393.25,5.5,,Video game culture,Technology,Lifestyle (sociology),,,,,,,Emerging,275.0
Modern Beauty,1060,1703.3167701863354,18.24,CA,Lifestyle (sociology),Hobby,,,,,,,,Nano-influencer,1.720754716981132
Rama’s Fashion Drawings,28,1041.7777777777778,23.11111111111111,,Fashion,Hobby,Lifestyle (sociology),,,,,,,Emerging,82.53968253968253
Tech with Shiza,2,1.0,1.0,PK,No topic categories assigned,,,,,,,,,Emerging,50.0
"HITECH VLOG 2.o . 564K Views. 3 days ago



...",117,954.2857142857144,17.571428571428573,,Technology,Lifestyle (sociology),,,,,,,,Emerging,15.01831501831502
Arrow Gaming,2230000,365371.1394366197,1664.94,IN,Role-playing video game,Action-adventure game,Video game culture,Action game,Strategy video game,,,,,Mega-influencer,0.0746609865470852
Farley’s Animals ,198,357.9836065573771,11.24,,Lifestyle (sociology),,,,,,,,,Emerging,5.6767676767676765
Contact Sports - Topic,73,1968.5,80.33333333333333,,Electronic music,Music,,,,,,,,Emerging,110.04566210045661
Skvala Gaming,252000,59170.42549203374,150.26,DE,Action game,Video game culture,Action-adventure game,Technology,,,,,,Mid-tier influencer,0.059626984126984126
